"Mass","formula","HC","OC"
493.207949,"C25H34O10",1.36,0.4
493.2816863,"C28H46O3S2",1.64,0.11
493.2937083,"C24H47O8P1",1.96,0.33
493.3123066,"C25H51O5S1P1",2.04,0.2
493.312919,"C23H46O9N2",2,0.39
493.3169366,"C28H46O7",1.64,0.25
493.3179358,"C29H50O2S2",1.72,0.07
493.325876,"C31H46O1N2S1",1.48,0.03
493.3282545,"C27H46O6N2",1.7,0.22
493.3292133,"C28H50O1N2S2",1.79,0.04
493.3298942,"C25H51O7P1",2.04,0.28
493.3453433,"C29H51O4P1",1.76,0.14
493.3533857,"C29H50O6",1.72,0.21
493.3542256,"C30H54O1S2",1.8,0.03
493.3564993,"C28H51O3N2P1",1.82,0.11
493.356796,"C26H54O6S1",2.08,0.23
493.3664164,"C26H55O6P1",2.12,0.23
493.385947,"C25H54O7N2",2.16,0.28
493.389726,"C30H54O5",1.8,0.17
493.4261831,"C31H58O4",1.87,0.13
493.4624955,"C32H62O3",1.94,0.09
494.284578,"C29H41O2N3S1",1.41,0.07
494.3388562,"C30H45O3N3",1.5,0.1
494.344648,"C23H49O8N3",2.13,0.35
494.3496583,"C29H53O1N1S2",1.83,0.03
495.063053,"C31H16O1N2S2",0.52,0.03
495.093229,"C25H20O11",0.8,0.44
495.0936524,"C28H21O3N2S1P1",0.75,0.11
495.0940683,"C26H24O6S2",0.92,0.23
495.0944456,"C19H32O3N2S5",1.68,0.16
495.1000337,"C19H28O11S2",1.47,0.58
495.112891,"C16H33O11S2P1",2.06,0.69
495.11326,"C26H26O6P2",1,0.23
495.1137853,"C35H16O2N2",0.46,0.06
495.114334,"C22H24O13",1.09,0.59
495.127202,"C30H24O5S1",0.8,0.17
495.1297322,"C26H24O10",0.92,0.38
495.1302606,"C18H30O10N2P2",1.67,0.56
495.1306102,"C16H33O13S1P1",2.06,0.81
495.144945,"C30H24O7",0.8,0.23
495.199842,"C32H32O3S1",1,0.09
495.2235,"C25H36O10",1.44,0.4
495.238255,"C21H40O9N2S1",1.9,0.43
495.2600222,"C26H40O9",1.54,0.35
495.2608545,"C27H44O4S2",1.63,0.15
495.272622,"C34H40O1S1",1.18,0.03
495.2785875,"C27H44O6S1",1.63,0.22
495.2794403,"C28H48O1S3",1.71,0.04
495.288167,"C27H45O6P1",1.67,0.22
495.3093475,"C24H49O8P1",2.04,0.33
495.3243696,"C28H49O5P1",1.75,0.18
495.3262655,"C27H48O4N2S1",1.78,0.15
495.330186,"C32H48O2S1",1.5,0.06
495.3326663,"C28H48O7",1.71,0.25
495.3335103,"C29H52O2S2",1.79,0.07
495.3456563,"C25H53O7P1",2.12,0.28
495.35131,"C29H52O4S1",1.79,0.14
495.360884,"C29H53O4P1",1.83,0.14
495.362638,"C28H52O3N2S1",1.86,0.11
495.365071,"C24H52O8N2",2.17,0.33
495.3699425,"C30H56O1S2",1.87,0.03
495.399085,"C29H56O2N2S1",1.93,0.07
495.4055103,"C30H56O5",1.87,0.17
496.097999,"C35H15O3N1",0.43,0.09
496.1342683,"C36H19O2N1",0.53,0.06
496.134579,"C18H32O7N3S2P1",1.78,0.39
496.2817572,"C28H39O5N3",1.39,0.18
496.3002373,"C29H43O2N3S1",1.48,0.07
496.3279304,"C27H47O7N1",1.74,0.26
496.3288345,"C28H51O2N1S2",1.82,0.07
496.3491715,"C24H51O9N1",2.12,0.38
496.3652523,"C29H55O1N1S2",1.9,0.03
496.4007612,"C29H55O5N1",1.9,0.17
496.43052,"C29H59O1N3S1",2.03,0.03
497.092523,"C25H24O7P2",0.96,0.28
497.093295,"C34H14O3N2",0.41,0.09
497.1000535,"C17H27O11N2S1P1",1.59,0.65
497.100375,"C15H30O14S2",2,0.93
497.1007535,"C25H23O9P1",0.92,0.36
497.1087925,"C25H22O11",0.88,0.44
497.1091385,"C18H30O8N2S3",1.67,0.44
497.110095,"C19H34O3N2S5",1.79,0.16
497.1362729,"C29H26O2N2S2",0.9,0.07
497.1367864,"C16H34O13S2",2.12,0.81
497.1371353,"C26H27O8P1",1.04,0.31
497.215578,"C32H34O3S1",1.06,0.09
497.2175585,"C20H38O10N2S1",1.9,0.5
497.239192,"C25H38O10",1.52,0.4
497.2546543,"C29H38O7",1.31,0.24
497.254998,"C21H44O7N2P2",2.1,0.33
497.2554095,"C30H42O2S2",1.4,0.07
497.2757432,"C26H42O9",1.62,0.35
497.2911665,"C30H42O6",1.4,0.2
497.2917286,"C31H46O1S2",1.48,0.03
497.3038014,"C27H47O6P1",1.74,0.22
497.3119017,"C27H46O8",1.7,0.3
497.3128953,"C28H50O3S2",1.79,0.11
497.323269,"C26H46O7N2",1.77,0.27
497.3271689,"C31H46O5",1.48,0.16
497.3307598,"C28H50O5S1",1.79,0.18
497.3402182,"C28H51O5P1",1.82,0.18
497.341703,"C27H50O4N2S1",1.85,0.15
497.342547,"C35H46O2",1.31,0.06
497.3483304,"C28H50O7",1.79,0.25
497.3491465,"C29H54O2S2",1.86,0.07
497.3636782,"C32H50O4",1.56,0.12
497.376603,"C29H55O4P1",1.9,0.14
497.384755,"C29H54O6",1.86,0.21
497.3856275,"C30H58O1S2",1.93,0.03
497.3999262,"C33H54O3",1.64,0.09
497.4210805,"C30H58O5",1.93,0.17
497.43629,"C34H58O2",1.71,0.06
497.4574113,"C31H62O4",2,0.13
498.091929,"C19H22O11N3P1",1.16,0.58
498.095652,"C14H29O14N1S2",2.07,1
498.2921173,"C22H45O11N1",2.05,0.5
498.3143335,"C30H46O3N1P1",1.53,0.1
498.3160118,"C29H45O2N3S1",1.55,0.07
498.3337072,"C29H45O4N3",1.55,0.14
498.3445365,"C28H53O2N1S2",1.89,0.07
498.349125,"C33H45O1N3",1.36,0.03
498.362279,"C28H53O4N1S1",1.89,0.14
498.3809504,"C29H57O1N1S2",1.97,0.03
498.4163246,"C29H57O5N1",1.97,0.17
498.4529203,"C30H61O4N1",2.03,0.13
498.931319,"C16H9O11N2S2P1",0.56,0.69
499.089309,"C14H29O15S1P1",2.07,1.07
499.197371,"C27H32O9",1.19,0.33
499.2338225,"C28H36O8",1.29,0.29
499.234091,"C28H36O8",1.29,0.29
499.2693914,"C21H44O9N2S1",2.1,0.43
499.2703067,"C29H40O7",1.38,0.24
499.2707789,"C30H44O2S2",1.47,0.07
499.2710795,"C30H44O2S2",1.47,0.07
499.285648,"C26H48O1N2S3",1.85,0.04
499.292169,"C27H48O4S2",1.78,0.15
499.3058087,"C22H48O8N2S1",2.18,0.36
499.3072377,"C31H48O1S2",1.55,0.03
499.3275165,"C27H48O8",1.78,0.3
499.3284198,"C28H52O3S2",1.86,0.11
499.3558322,"C28H53O5P1",1.89,0.18
499.3639536,"C28H52O7",1.86,0.25
499.400408,"C29H56O6",1.93,0.21
499.40123,"C30H60O1S2",2,0.03
499.4157016,"C33H56O3",1.7,0.09
499.419005,"C30H60O3S1",2,0.1
499.4284198,"C30H61O3P1",2.03,0.1
499.4366611,"C30H60O5",2,0.17
500.3016578,"C29H43O6N1",1.48,0.21
500.3679668,"C30H51O1N3S1",1.7,0.03
500.39558,"C28H55O6N1",1.96,0.21
500.3965366,"C29H59O1N1S2",2.03,0.03
500.4109949,"C32H55O3N1",1.72,0.09
501.2129404,"C27H34O9",1.26,0.33
501.213264,"C27H34O9",1.26,0.33
501.25003,"C29H42O3S2",1.45,0.1
501.2865358,"C30H46O2S2",1.53,0.07
501.29873,"C26H47O7P1",1.81,0.27
501.3070564,"C26H46O9",1.77,0.35
501.3220634,"C30H46O6",1.53,0.2
501.3229536,"C31H50O1S2",1.61,0.03
501.3350222,"C27H51O6P1",1.89,0.22
501.3431859,"C27H50O8",1.85,0.3
501.3441428,"C28H54O3S2",1.93,0.11
501.3554223,"C27H54O2N2S2",2,0.07
501.358431,"C31H50O5",1.61,0.16
501.373166,"C27H54O4N2S1",2,0.15
501.3917965,"C28H58O1N2S2",2.07,0.04
501.3948205,"C32H54O4",1.69,0.12
501.4079152,"C29H59O4P1",2.03,0.14
501.4159131,"C29H58O6",2,0.21
501.4167986,"C30H62O1S2",2.07,0.03
501.4442774,"C30H63O3P1",2.1,0.1
502.317498,"C29H45O6N1",1.55,0.21
502.338666,"C26H49O8N1",1.88,0.31
502.3473064,"C29H49O2N3S1",1.69,0.07
502.353651,"C30H49O5N1",1.63,0.17
502.383621,"C30H53O1N3S1",1.77,0.03
502.4030225,"C28H58O4N1P1",2.07,0.14
502.4121937,"C29H61O1N1S2",2.1,0.03
503.0618863,"C26H16O11",0.62,0.42
503.228713,"C27H36O9",1.33,0.33
503.2657018,"C29H44O3S2",1.52,0.1
503.293315,"C29H45O5P1",1.55,0.17
503.3013013,"C29H44O7",1.52,0.24
503.3021493,"C30H48O2S2",1.6,0.07
503.3225811,"C26H48O9",1.85,0.35
503.334641,"C26H52O3N2S2",2,0.12
503.3377854,"C30H48O6",1.6,0.2
503.338648,"C31H52O1S2",1.68,0.03
503.366061,"C31H53O3P1",1.71,0.1
503.3694633,"C28H57O3S1P1",2.04,0.11
503.3740494,"C31H52O5",1.68,0.16
503.377503,"C28H56O5S1",2,0.18
503.3871452,"C28H57O5P1",2.04,0.18
503.388866,"C27H56O4N2S1",2.07,0.15
503.4234464,"C29H61O4P1",2.1,0.14
504.326604,"C28H47O3N3S1",1.68,0.11
504.354955,"C27H55O3N1S2",2.04,0.11
504.3913277,"C28H59O2N1S2",2.11,0.07
504.4170348,"C30H55O3N3",1.83,0.1
504.4186995,"C28H60O4N1P1",2.14,0.14
504.4269784,"C28H59O6N1",2.11,0.21
505.2442137,"C27H38O9",1.41,0.33
505.25984,"C31H38O6",1.23,0.19
505.272539,"C28H43O6P1",1.54,0.21
505.2816603,"C29H46O3S2",1.59,0.1
505.301798,"C25H46O10",1.84,0.4
505.3139,"C25H50O4N2S2",2,0.16
505.3453325,"C30H51O4P1",1.7,0.13
505.3541906,"C31H54O1S2",1.74,0.03
505.356326,"C29H51O3N2P1",1.76,0.1
505.3663888,"C27H55O6P1",2.04,0.22
505.374605,"C27H54O8",2,0.3
505.3897627,"C31H54O5",1.74,0.16
505.4027422,"C28H59O5P1",2.11,0.18
505.4222923,"C27H58O6N2",2.15,0.22
505.4989615,"C34H66O2",1.94,0.06
506.2845353,"C30H41O2N3S1",1.37,0.07
506.3131,"C29H49O2N1S2",1.69,0.07
506.370736,"C27H57O3N1S2",2.11,0.11
506.396433,"C29H53O4N3",1.83,0.14
507.2235107,"C26H36O10",1.38,0.38
507.2600558,"C27H40O9",1.48,0.33
507.260952,"C28H44O4S2",1.57,0.14
507.296258,"C28H44O8",1.57,0.29
507.2970773,"C29H48O3S2",1.66,0.1
507.3149078,"C29H48O5S1",1.66,0.17
507.3245782,"C29H49O5P1",1.69,0.17
507.3326343,"C29H48O7",1.66,0.24
507.3334761,"C30H52O2S2",1.73,0.07
507.3457457,"C26H53O7P1",2.04,0.27
507.347281,"C25H52O6N2S1",2.08,0.24
507.365019,"C25H52O8N2",2.08,0.32
507.3698588,"C31H56O1S2",1.81,0.03
507.372205,"C27H56O6S1",2.07,0.22
507.380231,"C29H52O5N2",1.79,0.17
507.3821169,"C27H57O6P1",2.11,0.22
507.4418383,"C32H60O4",1.88,0.12
507.4783416,"C33H64O3",1.94,0.09
508.3287186,"C29H51O2N1S2",1.76,0.07
508.382885,"C30H55O3N1S1",1.83,0.1
508.3923545,"C30H56O3N1P1",1.87,0.1
509.1089512,"C26H22O11",0.85,0.42
509.109309,"C29H23O3N2S1P1",0.79,0.1
509.1098142,"C27H26O6S2",0.96,0.22
509.1452827,"C27H26O10",0.96,0.37
509.145887,"C19H32O10N2P2",1.68,0.53
509.146358,"C17H35O13S1P1",2.06,0.76
509.2393445,"C26H38O10",1.46,0.38
509.2755112,"C27H42O9",1.56,0.33
509.2765507,"C28H46O4S2",1.64,0.14
509.2882175,"C35H42O1S1",1.2,0.03
509.3127324,"C29H50O3S2",1.72,0.1
509.3231038,"C27H46O7N2",1.7,0.26
509.327347,"C32H46O5",1.44,0.16
509.342526,"C36H46O2",1.28,0.06
509.34913,"C30H54O2S2",1.8,0.07
509.3614125,"C26H55O7P1",2.12,0.27
509.363578,"C33H50O4",1.52,0.12
509.3763865,"C30H55O4P1",1.83,0.13
509.380632,"C25H54O8N2",2.16,0.32
509.3846153,"C30H54O6",1.8,0.2
509.4209974,"C31H58O5",1.87,0.16
510.279543,"C29H41O3N3S1",1.41,0.1
510.307112,"C27H45O8N1",1.67,0.3
510.3446123,"C29H53O2N1S2",1.83,0.07
510.3799765,"C29H53O6N1",1.83,0.21
510.4163666,"C30H57O5N1",1.9,0.17
511.089195,"C26H24O7S2",0.92,0.27
511.1244812,"C26H24O11",0.92,0.42
511.125,"C29H25O3N2S1P1",0.86,0.1
511.125336,"C16H33O14S1P1",2.06,0.88
511.125674,"C16H33O14S1P1",2.06,0.88
511.2548578,"C26H40O10",1.54,0.38
511.269524,"C22H44O9N2S1",2,0.41
511.270165,"C30H40O7",1.33,0.23
511.2706255,"C22H46O7N2P2",2.09,0.32
511.273423,"C27H44O7S1",1.63,0.26
511.2911666,"C27H44O9",1.63,0.33
511.306385,"C31H44O6",1.42,0.19
511.3072795,"C32H48O1S2",1.5,0.03
511.309492,"C30H45O3N2P1",1.5,0.1
511.309822,"C28H48O6S1",1.71,0.21
511.3194373,"C28H49O6P1",1.75,0.21
511.32104,"C27H48O5N2S1",1.78,0.19
511.3274986,"C28H48O8",1.71,0.29
511.3284047,"C29H52O3S2",1.79,0.1
511.3381374,"C29H53O3S1P1",1.83,0.1
511.3388635,"C27H48O7N2",1.78,0.26
511.3427946,"C32H48O5",1.5,0.16
511.3557703,"C29H53O5P1",1.83,0.17
511.3638861,"C29H52O7",1.79,0.24
511.3792983,"C33H52O4",1.58,0.12
511.39793,"C34H56O1S1",1.65,0.03
511.4002641,"C30H56O6",1.87,0.2
511.401148,"C31H60O1S2",1.94,0.03
511.4730422,"C32H64O4",2,0.12
512.092213,"C16H24O14N3P1",1.5,0.88
512.0928455,"C35H15O4N1",0.43,0.11
512.107468,"C20H24O11N3P1",1.2,0.55
512.3315565,"C30H47O2N3S1",1.57,0.07
512.347145,"C23H52O7N3P1",2.26,0.3
512.360042,"C29H55O2N1S2",1.9,0.07
512.3680114,"C31H51O1N3S1",1.65,0.03
512.3957684,"C29H55O6N1",1.9,0.21
512.4319992,"C30H59O5N1",1.97,0.17
513.0948068,"C17H27O12N2S1P1",1.59,0.71
513.248819,"C21H42O10N2S1",2,0.48
513.2496447,"C29H38O8",1.31,0.28
513.27045,"C26H42O10",1.62,0.38
513.271496,"C27H46O5S2",1.7,0.19
513.2850747,"C22H46O9N2S1",2.09,0.41
513.2856673,"C30H42O7",1.4,0.23
513.2866565,"C31H46O2S2",1.48,0.06
513.2987558,"C27H47O7P1",1.74,0.26
513.3068549,"C27H46O9",1.7,0.33
513.3077533,"C28H50O4S2",1.79,0.14
513.322899,"C32H50O1S2",1.56,0.03
513.3351835,"C28H51O6P1",1.82,0.21
513.3440309,"C29H54O3S2",1.86,0.1
513.3535929,"C29H55O3S1P1",1.9,0.1
513.3796128,"C29H54O7",1.86,0.24
513.3805363,"C30H58O2S2",1.93,0.07
513.4079277,"C30H59O4P1",1.97,0.13
513.4312091,"C34H58O3",1.71,0.09
514.252715,"C22H47O6N1S1P2",2.14,0.27
514.393457,"C29H57O4N1S1",1.97,0.14
514.412304,"C30H61O1N1S2",2.03,0.03
514.4265995,"C33H57O3N1",1.73,0.09
514.4476435,"C30H61O5N1",2.03,0.17
515.213248,"C24H36O12",1.5,0.5
515.228718,"C28H36O9",1.29,0.32
515.2642598,"C21H44O10N2S1",2.1,0.48
515.2653108,"C29H40O8",1.38,0.28
515.2657813,"C30H44O3S2",1.47,0.1
515.2862333,"C26H44O10",1.69,0.38
515.3013017,"C30H44O7",1.47,0.23
515.3023144,"C31H48O2S2",1.55,0.06
515.3377583,"C31H48O6",1.55,0.19
515.3386828,"C32H52O1S2",1.62,0.03
515.3505677,"C28H53O6P1",1.89,0.21
515.3588633,"C28H52O8",1.86,0.29
515.3597913,"C29H56O3S2",1.93,0.1
515.36944,"C29H57O3S1P1",1.97,0.1
515.3741063,"C32H52O5",1.62,0.16
515.3952967,"C29H56O7",1.93,0.24
515.3961931,"C30H60O2S2",2,0.07
515.4104989,"C33H56O4",1.7,0.12
515.4235427,"C30H61O4P1",2.03,0.13
515.4318303,"C30H60O6",2,0.2
515.432616,"C31H64O1S2",2.06,0.03
515.4597978,"C31H65O3P1",2.1,0.1
516.268254,"C22H49O6N1S1P2",2.23,0.27
516.296793,"C29H43O7N1",1.48,0.24
516.326406,"C29H47O3N3S1",1.62,0.1
516.354095,"C27H51O8N1",1.89,0.3
516.3629765,"C30H51O2N3S1",1.7,0.07
516.391494,"C29H59O2N1S2",2.03,0.07
516.3992955,"C31H55O1N3S1",1.77,0.03
516.417118,"C31H55O3N3",1.77,0.1
516.418586,"C29H60O4N1P1",2.07,0.14
516.4277857,"C30H63O1N1S2",2.1,0.03
516.463393,"C30H63O5N1",2.1,0.17
517.244387,"C28H38O9",1.36,0.32
517.2448167,"C29H42O4S2",1.45,0.14
517.2807869,"C29H42O8",1.45,0.28
517.2812685,"C21H48O8N2P2",2.29,0.38
517.2816239,"C30H46O3S2",1.53,0.1
517.299248,"C30H46O5S1",1.53,0.17
517.338322,"C27H50O9",1.85,0.33
517.339153,"C28H54O4S2",1.93,0.14
517.350256,"C27H54O3N2S2",2,0.11
517.35334,"C31H50O6",1.61,0.19
517.3542137,"C32H54O1S2",1.69,0.03
517.3679525,"C27H54O5N2S1",2,0.19
517.3753853,"C29H58O3S2",2,0.1
517.3849668,"C29H59O3S1P1",2.03,0.1
517.386565,"C28H58O2N2S2",2.07,0.07
517.4222843,"C28H58O6N2",2.07,0.21
517.4391742,"C30H63O4P1",2.1,0.13
517.4585075,"C29H62O5N2",2.14,0.17
517.4989125,"C35H66O2",1.89,0.06
518.275807,"C28H41O8N1",1.46,0.29
518.378511,"C30H53O2N3S1",1.77,0.07
518.3885163,"C28H57O5N1S1",2.04,0.18
518.3962505,"C30H53O4N3",1.77,0.13
518.3978995,"C28H58O5N1P1",2.07,0.18
518.4069539,"C29H61O2N1S2",2.1,0.07
518.4328623,"C31H57O3N3",1.84,0.1
519.2607233,"C29H44O4S2",1.52,0.14
519.2881525,"C29H45O6P1",1.55,0.21
519.2962106,"C29H44O8",1.52,0.28
519.297102,"C30H48O3S2",1.6,0.1
519.3325892,"C30H48O7",1.6,0.23
519.3456057,"C27H53O7P1",1.96,0.26
519.347188,"C26H52O6N2S1",2,0.23
519.348099,"C34H48O4",1.41,0.12
519.360906,"C31H53O4P1",1.71,0.13
519.3691663,"C31H52O6",1.68,0.19
519.3700305,"C32H56O1S2",1.75,0.03
519.3721152,"C30H53O3N2P1",1.77,0.1
519.372476,"C28H56O6S1",2,0.21
519.4005876,"C29H61O3S1P1",2.1,0.1
519.4015025,"C27H56O7N2",2.07,0.26
519.4090065,"C29H60O5S1",2.07,0.17
519.4182858,"C29H61O5P1",2.1,0.17
519.4201044,"C28H60O4N2S1",2.14,0.14
519.437873,"C28H60O6N2",2.14,0.21
519.478204,"C34H64O3",1.88,0.09
519.5145694,"C35H68O2",1.94,0.06
520.3002734,"C31H43O2N3S1",1.39,0.06
520.328851,"C30H51O2N1S2",1.7,0.07
520.3365854,"C32H47O1N3S1",1.47,0.03
520.386478,"C28H59O3N1S2",2.11,0.11
520.412116,"C30H55O4N3",1.83,0.13
521.2390923,"C27H38O10",1.41,0.37
521.2757368,"C28H42O9",1.5,0.32
521.312775,"C30H50O3S2",1.67,0.1
521.327304,"C33H46O5",1.39,0.15
521.3402766,"C30H51O5P1",1.7,0.17
521.343476,"C27H55O5S1P1",2.04,0.19
521.3482941,"C30H50O7",1.67,0.23
521.3492034,"C31H54O2S2",1.74,0.06
521.351431,"C29H51O4N2P1",1.76,0.14
521.370417,"C28H58O4S2",2.07,0.14
521.3798019,"C28H59O4S1P1",2.11,0.14
521.3856265,"C32H58O1S2",1.81,0.03
521.3880519,"C28H58O6S1",2.07,0.21
521.3977157,"C28H59O6P1",2.11,0.21
521.39939,"C27H58O5N2S1",2.15,0.19
521.4210291,"C32H58O5",1.81,0.16
521.5302325,"C35H70O2",2,0.06
522.30819,"C29H49O3N1S2",1.69,0.1
522.310462,"C25H49O8N1S1",1.96,0.32
522.3523907,"C32H49O1N3S1",1.53,0.03
522.3808584,"C31H57O1N1S2",1.84,0.03
522.3910965,"C29H53O5N3",1.83,0.17
522.392896,"C27H58O6N1P1",2.15,0.22
522.41646,"C31H57O5N1",1.84,0.16
522.452745,"C32H61O4N1",1.91,0.12
523.161482,"C20H34O10N2P2",1.7,0.5
523.162055,"C18H37O13S1P1",2.06,0.72
523.2556104,"C28H44O5S2",1.57,0.18
523.282933,"C28H45O7P1",1.61,0.25
523.2919788,"C29H48O4S2",1.66,0.14
523.3099095,"C29H48O6S1",1.66,0.21
523.3107367,"C30H52O1S3",1.73,0.03
523.3194647,"C29H49O6P1",1.69,0.21
523.3284099,"C30H52O3S2",1.73,0.1
523.357473,"C29H52O4N2S1",1.79,0.14
523.375177,"C29H52O6N2",1.79,0.21
523.3762103,"C30H56O1N2S2",1.87,0.03
523.4005144,"C31H56O6",1.81,0.19
523.4012664,"C32H60O1S2",1.88,0.03
523.415769,"C35H56O3",1.6,0.09
523.4284488,"C32H61O3P1",1.91,0.09
523.455285,"C33H64O2S1",1.94,0.06
523.509458,"C34H68O3",2,0.09
524.3236335,"C29H51O3N1S2",1.76,0.1
524.3315708,"C31H47O2N3S1",1.52,0.06
524.3594279,"C29H51O7N1",1.76,0.24
524.3603009,"C30H55O2N1S2",1.83,0.07
524.368016,"C32H51O1N3S1",1.59,0.03
524.3955503,"C30H55O6N1",1.83,0.2
524.4321733,"C31H59O5N1",1.9,0.16
524.468525,"C32H63O4N1",1.97,0.12
525.1039848,"C26H22O12",0.85,0.46
525.104331,"C29H23O4N2S1P1",0.79,0.14
525.1046818,"C27H26O7S2",0.96,0.26
525.270587,"C27H42O10",1.56,0.37
525.271284,"C28H46O5S2",1.64,0.18
525.3068977,"C28H46O9",1.64,0.32
525.3079004,"C29H50O4S2",1.72,0.14
525.3180608,"C27H46O8N2",1.7,0.3
525.319757,"C25H51O9P1",2.04,0.36
525.320589,"C26H55O4S2P1",2.12,0.15
525.3434498,"C29H50O8",1.72,0.28
525.3537859,"C30H55O3S1P1",1.83,0.1
525.3618258,"C30H54O5S1",1.8,0.17
525.3804578,"C31H58O2S2",1.87,0.06
525.3949321,"C34H54O4",1.59,0.12
525.4078573,"C31H59O4P1",1.9,0.13
525.4093929,"C30H58O3N2S1",1.93,0.1
525.4159952,"C31H58O6",1.87,0.19
525.4169103,"C32H62O1S2",1.94,0.03
525.4312065,"C35H58O3",1.66,0.09
525.444267,"C32H63O3P1",1.97,0.09
525.4524183,"C32H62O5",1.94,0.16
525.4887728,"C33H66O4",2,0.12
526.3383965,"C28H49O8N1",1.75,0.29
526.339272,"C29H53O3N1S2",1.83,0.1
526.347295,"C31H49O2N3S1",1.58,0.06
526.4121938,"C31H61O1N1S2",1.97,0.03
527.265182,"C30H40O8",1.33,0.27
527.2862588,"C27H44O10",1.63,0.37
527.3016013,"C31H44O7",1.42,0.23
527.3020138,"C32H48O2S2",1.5,0.06
527.30243,"C32H48O2S2",1.5,0.06
527.3042873,"C30H45O4N2P1",1.5,0.13
527.3047957,"C28H48O7S1",1.71,0.25
527.3144707,"C28H49O7P1",1.75,0.25
527.3165913,"C35H44O4",1.26,0.11
527.3177555,"C25H53O7S1P1",2.12,0.28
527.3376837,"C32H48O6",1.5,0.19
527.3386104,"C33H52O1S2",1.58,0.03
527.341146,"C29H52O6S1",1.79,0.21
527.3597209,"C30H56O3S2",1.87,0.1
527.3740679,"C33H52O5",1.58,0.15
527.3952361,"C30H56O7",1.87,0.23
527.3962326,"C31H60O2S2",1.94,0.06
527.4105224,"C34H56O4",1.65,0.12
527.4233978,"C31H61O4P1",1.97,0.13
527.4316472,"C31H60O6",1.94,0.19
527.4325933,"C32H64O1S2",2,0.03
527.4469043,"C35H60O3",1.71,0.09
527.4598339,"C32H65O3P1",2.03,0.09
528.3906077,"C29H55O7N1",1.9,0.24
528.391368,"C30H59O2N1S2",1.97,0.07
529.2444537,"C29H38O9",1.31,0.31
529.245013,"C30H42O4S2",1.4,0.13
529.2808376,"C30H42O8",1.4,0.27
529.2813107,"C31H46O3S2",1.48,0.1
529.3019551,"C27H46O10",1.7,0.37
529.3170102,"C31H46O7",1.48,0.23
529.31798,"C32H50O2S2",1.56,0.06
529.3299857,"C28H51O7P1",1.82,0.25
529.338172,"C28H50O9",1.79,0.32
529.3392125,"C29H54O4S2",1.86,0.14
529.3533367,"C32H50O6",1.56,0.19
529.35434,"C33H54O1S2",1.64,0.03
529.3664859,"C29H55O6P1",1.9,0.21
529.3753361,"C30H58O3S2",1.93,0.1
529.3865676,"C29H58O2N2S2",2,0.07
529.3897765,"C33H54O5",1.64,0.15
529.404376,"C29H58O4N2S1",2,0.14
529.4108927,"C30H58O7",1.93,0.23
529.4118556,"C31H62O2S2",2,0.06
529.423011,"C30H62O1N2S2",2.07,0.03
529.4261055,"C34H58O4",1.71,0.12
529.4390901,"C31H63O4P1",2.03,0.13
529.4474957,"C31H62O6",2,0.19
529.4482235,"C32H66O1S2",2.06,0.03
529.458722,"C30H62O5N2",2.07,0.17
530.2838153,"C23H51O6N1S1P2",2.22,0.26
530.3420835,"C30H49O3N3S1",1.63,0.1
530.4061438,"C29H57O7N1",1.97,0.24
530.4070106,"C30H61O2N1S2",2.03,0.07
530.4426086,"C30H61O6N1",2.03,0.2
530.4434718,"C31H65O1N1S2",2.1,0.03
531.223614,"C28H36O10",1.29,0.36
531.2601771,"C29H40O9",1.38,0.31
531.2606565,"C30H44O4S2",1.47,0.13
531.297008,"C22H50O8N2P2",2.27,0.36
531.3173365,"C27H48O10",1.78,0.37
531.3659069,"C28H56O3N2S2",2,0.11
531.3690657,"C32H52O6",1.62,0.19
531.369901,"C33H56O1S2",1.7,0.03
531.390107,"C29H56O8",1.93,0.28
531.4056403,"C33H56O5",1.7,0.15
531.4184475,"C30H61O5P1",2.03,0.17
531.4547227,"C31H65O4P1",2.1,0.13
532.291532,"C29H43O8N1",1.48,0.28
532.357708,"C30H51O3N3S1",1.7,0.1
532.41372,"C29H60O5N1P1",2.07,0.17
532.4227564,"C30H63O2N1S2",2.1,0.07
532.4482309,"C32H59O3N3",1.84,0.09
532.4501461,"C30H64O4N1P1",2.13,0.13
533.223812,"C24H38O13",1.58,0.54
533.2750609,"C21H46O11N2S1",2.19,0.52
533.2755756,"C29H42O9",1.45,0.31
533.2760701,"C21H48O9N2P2",2.29,0.43
533.276509,"C30H46O4S2",1.53,0.13
533.345066,"C27H54O4N2S2",2,0.15
533.3491757,"C32H54O2S2",1.69,0.06
533.3613924,"C28H55O7P1",1.96,0.25
533.3629265,"C27H54O6N2S1",2,0.22
533.369641,"C28H54O9",1.93,0.32
533.385605,"C33H58O1S2",1.76,0.03
533.3878874,"C29H58O6S1",2,0.21
533.3882853,"C29H58O6S1",2,0.21
533.3976825,"C29H59O6P1",2.03,0.21
533.39943,"C28H58O5N2S1",2.07,0.18
533.399894,"C36H54O3",1.5,0.08
533.4172745,"C28H58O7N2",2.07,0.25
533.4243867,"C30H62O5S1",2.07,0.17
533.4340877,"C30H63O5P1",2.1,0.17
533.4357124,"C29H62O4N2S1",2.14,0.14
533.4939606,"C35H66O3",1.89,0.09
533.5303348,"C36H70O2",1.94,0.06
534.3436524,"C30H49O7N1",1.63,0.23
534.3523501,"C33H49O1N3S1",1.48,0.03
534.3801588,"C31H53O6N1",1.71,0.19
