"Mass","formula","HC","OC"
778.628814,"C49H85O2N3S1",1.73,0.04
778.633066,"C43H90O8N1P1",2.09,0.19
778.667804,"C46H89O6N3",1.93,0.13
778.7040196,"C47H93O5N3",1.98,0.11
778.7407843,"C48H97O4N3",2.02,0.08
779.516425,"C40H76O14",1.9,0.35
779.5191535,"C39H77O11N2P1",1.97,0.28
779.5314445,"C44H76O11",1.73,0.25
779.532433,"C45H80O6S2",1.78,0.13
779.568106,"C45H80O10",1.78,0.22
779.568608,"C46H84O5S2",1.83,0.11
779.572035,"C43H88O5S3",2.05,0.12
779.57407,"C41H85O7N2S1P1",2.07,0.17
779.6044233,"C46H84O9",1.83,0.2
779.6076738,"C43H88O9S1",2.05,0.21
779.620373,"C51H88O1S2",1.73,0.02
779.6229904,"C47H88O6S1",1.87,0.13
779.625455,"C43H88O11",2.05,0.26
779.6416901,"C48H92O3S2",1.92,0.06
779.6437802,"C46H89O5N2P1",1.93,0.11
779.655779,"C51H88O5",1.73,0.1
779.6769241,"C48H92O7",1.92,0.15
779.6798785,"C47H93O4N2P1",1.98,0.09
779.692367,"C52H92O4",1.77,0.08
779.7136013,"C49H96O6",1.96,0.12
779.7144038,"C50H100O1S2",2,0.02
779.7162467,"C48H97O3N2P1",2.02,0.06
779.779721,"C50H104O1N2S1",2.08,0.02
780.58498,"C42H87O7N1S2",2.07,0.17
780.606567,"C49H84O4N1P1",1.71,0.08
780.610746,"C44H83O8N3",1.89,0.18
780.6445083,"C49H87O2N3S1",1.78,0.04
780.684211,"C47H95O1N3S2",2.02,0.02
780.684612,"C47H95O1N3S2",2.02,0.02
780.756469,"C48H99O4N3",2.06,0.08
781.4862385,"C42H74O7N2S2",1.76,0.17
781.486685,"C42H74O7N2S2",1.76,0.17
781.524408,"C41H83O7S2P1",2.02,0.17
781.543787,"C40H82O8N2S2",2.05,0.2
781.5446285,"C48H78O6S1",1.62,0.12
781.5471555,"C44H78O11",1.77,0.25
781.5609667,"C42H87O6S2P1",2.07,0.14
781.5836303,"C45H82O10",1.82,0.22
781.586805,"C42H86O10S1",2.05,0.24
781.599176,"C41H88O7N2P2",2.15,0.17
781.5997801,"C50H86O2S2",1.72,0.04
781.604566,"C42H86O12",2.05,0.29
781.6198805,"C46H86O9",1.87,0.2
781.6207073,"C47H90O4S2",1.91,0.09
781.6362305,"C51H90O1S2",1.76,0.02
781.638664,"C47H90O6S1",1.91,0.13
781.6536747,"C51H90O3S1",1.76,0.06
781.6927657,"C48H94O7",1.96,0.15
781.6936259,"C49H98O2S2",2,0.04
781.7289676,"C49H98O6",2,0.12
781.7555537,"C52H98O2N2",1.88,0.04
782.5875977,"C47H81O4N3S1",1.72,0.09
782.591833,"C41H86O10N1P1",2.1,0.24
782.602816,"C40H86O9N3P1",2.15,0.22
782.626485,"C44H85O8N3",1.93,0.18
782.6431337,"C46H90O6N1P1",1.96,0.13
782.6965165,"C50H93O1N3S1",1.86,0.02
782.700253,"C47H97O1N3S2",2.06,0.02
782.7251445,"C49H101O1N1S2",2.06,0.02
782.7353591,"C47H97O5N3",2.06,0.11
782.760871,"C49H101O5N1",2.06,0.1
783.5023342,"C42H76O7N2S2",1.81,0.17
783.5028774,"C39H77O13P1",1.97,0.33
783.503758,"C40H81O8S2P1",2.02,0.2
783.5047735,"C38H76O12N2S1",2,0.32
783.526346,"C43H76O12",1.77,0.28
783.5409697,"C39H80O11N2S1",2.05,0.28
783.5415624,"C47H76O9",1.62,0.19
783.5421747,"C39H82O9N2P2",2.1,0.23
783.559832,"C40H84O8N2S2",2.1,0.2
783.561098,"C49H84O1S3",1.71,0.02
783.562699,"C44H80O11",1.82,0.25
783.5660065,"C41H84O11S1",2.05,0.27
783.5778281,"C48H80O8",1.67,0.17
783.5784923,"C40H86O8N2P2",2.15,0.2
783.578944,"C49H84O3S2",1.71,0.06
783.596681,"C49H84O5S1",1.71,0.1
783.5990057,"C45H84O10",1.87,0.22
783.602063,"C44H85O7N2P1",1.93,0.16
783.612015,"C53H84O2S1",1.58,0.04
783.6154308,"C50H88O2S2",1.76,0.04
783.617953,"C46H88O7S1",1.91,0.15
783.6331952,"C50H88O4S1",1.76,0.08
783.6357011,"C46H88O9",1.91,0.2
783.6362764,"C47H92O4S2",1.96,0.09
783.653734,"C49H89O3N2P1",1.82,0.06
783.654202,"C47H92O6S1",1.96,0.13
783.6729063,"C48H96O3S2",2,0.06
783.675145,"C46H93O5N2P1",2.02,0.11
783.687362,"C51H92O5",1.8,0.1
783.698496,"C50H92O4N2",1.84,0.08
783.7383518,"C48H100O3N2S1",2.08,0.06
784.565246,"C47H80O6N1P1",1.7,0.13
784.618453,"C51H83O1N3S1",1.63,0.02
784.6743163,"C50H92O3N1P1",1.84,0.06
784.6758098,"C49H91O2N3S1",1.86,0.04
784.695192,"C47H96O5N1P1",2.04,0.11
784.7122715,"C50H95O1N3S1",1.9,0.02
785.485192,"C46H74O6S2",1.61,0.13
785.5195613,"C40H83O8S2P1",2.08,0.2
785.5203403,"C38H78O12N2S1",2.05,0.32
785.5211578,"C46H74O10",1.61,0.22
785.5219772,"C47H78O5S2",1.66,0.11
785.5570956,"C47H78O9",1.66,0.19
785.5578093,"C39H84O9N2P2",2.15,0.23
785.560081,"C46H79O6N2P1",1.72,0.13
785.579153,"C45H86O6S2",1.91,0.13
785.58129,"C43H83O8N2P1",1.93,0.19
785.5937354,"C48H82O8",1.71,0.17
785.5945878,"C49H86O3S2",1.76,0.06
785.596666,"C47H83O5N2P1",1.77,0.11
785.5972703,"C45H86O8S1",1.91,0.18
785.5977,"C46H90O3S3",1.96,0.07
785.614647,"C45H86O10",1.91,0.22
785.6310749,"C50H90O2S2",1.8,0.04
785.6331971,"C48H87O4N2P1",1.81,0.08
785.633657,"C46H90O7S1",1.96,0.15
785.634182,"C47H94O2S3",2,0.04
785.651113,"C46H90O9",1.96,0.2
785.6519386,"C47H94O4S2",2,0.09
785.6695701,"C47H94O6S1",2,0.13
785.687394,"C47H94O8",2,0.17
785.6904468,"C46H95O5N2P1",2.07,0.11
785.7029044,"C51H94O5",1.84,0.1
785.71385,"C50H94O4N2",1.88,0.08
785.7174425,"C47H98O4N2S1",2.09,0.09
785.739035,"C52H98O4",1.88,0.08
786.584144,"C44H86O6N1S1P1",1.95,0.14
786.586491,"C51H81O3N1S1",1.59,0.06
786.6918068,"C49H93O2N3S1",1.9,0.04
786.709519,"C49H93O4N3",1.9,0.08
787.4981425,"C41H78O6N2S1P2",1.9,0.15
787.5359955,"C38H80O12N2S1",2.11,0.32
787.536567,"C46H76O10",1.65,0.22
787.5703569,"C51H80O4S1",1.57,0.08
787.5731475,"C47H80O9",1.7,0.19
787.5739755,"C48H84O4S2",1.75,0.08
787.6104015,"C49H88O3S2",1.8,0.06
787.623867,"C44H88O7N2S1",2,0.16
787.6416443,"C44H88O9N2",2,0.2
787.6458314,"C49H88O7",1.8,0.14
787.6465159,"C50H92O2S2",1.84,0.04
787.677317,"C47H97O4S1P1",2.06,0.09
787.678094,"C45H92O8N2",2.04,0.18
787.6788986,"C46H96O3N2S2",2.09,0.07
787.6819362,"C50H92O6",1.84,0.12
787.683167,"C51H96O1S2",1.88,0.02
787.685553,"C47H96O6S1",2.04,0.13
788.7249948,"C49H95O4N3",1.94,0.08
789.514281,"C50H78O1S3",1.56,0.02
789.5152336,"C37H78O13N2S1",2.11,0.35
789.515868,"C45H74O11",1.64,0.24
789.516539,"C46H78O6S2",1.7,0.13
789.552225,"C46H78O10",1.7,0.22
789.5885923,"C47H82O9",1.74,0.19
789.5893078,"C48H86O4S2",1.79,0.08
789.5915473,"C46H83O6N2P1",1.8,0.13
789.593044,"C45H90O4S3",2,0.09
789.6013877,"C55H82O1S1",1.49,0.02
789.6023948,"C45H91O4S2P1",2.02,0.09
789.6030395,"C43H86O8N2S1",2,0.19
789.604154,"C51H82O6",1.61,0.12
789.6249091,"C48H86O8",1.79,0.17
789.6257923,"C49H90O3S2",1.84,0.06
789.6280367,"C47H87O5N2P1",1.85,0.11
789.6294165,"C46H94O3S3",2.04,0.07
789.6613734,"C49H90O7",1.84,0.14
789.6643172,"C48H91O4N2P1",1.9,0.08
789.6649226,"C46H94O7S1",2.04,0.15
789.691415,"C49H94O3N2S1",1.92,0.06
789.6984499,"C51H98O1S2",1.92,0.02
789.71626,"C51H98O3S1",1.92,0.06
789.7259921,"C51H99O3P1",1.94,0.06
789.770299,"C52H102O4",1.96,0.08
790.633112,"C44H90O8N1P1",2.05,0.18
790.671131,"C44H93O6N3S1",2.11,0.14
791.568881,"C47H84O5S2",1.79,0.11
791.600136,"C42H84O11N2",2,0.26
791.6051688,"C48H88O4S2",1.83,0.08
791.617889,"C45H93O4S2P1",2.07,0.09
791.619621,"C51H84O6",1.65,0.12
791.620048,"C52H88O1S2",1.69,0.02
791.6367385,"C43H88O10N2",2.05,0.23
791.6405652,"C48H88O8",1.83,0.17
791.6413659,"C49H92O3S2",1.88,0.06
791.65596,"C52H88O5",1.69,0.1
791.6730665,"C44H92O9N2",2.09,0.2
791.6768188,"C49H92O7",1.88,0.14
791.6780535,"C50H96O2S2",1.92,0.04
791.7109046,"C54H96O1S1",1.78,0.02
791.71436,"C51H100O1S2",1.96,0.02
791.7860814,"C52H104O4",2,0.08
792.6431263,"C51H88O3N1P1",1.73,0.06
792.648859,"C44H92O8N1P1",2.09,0.18
792.6835557,"C47H91O6N3",1.94,0.13
792.68736,"C52H91O4N1",1.75,0.08
792.7200742,"C48H95O5N3",1.98,0.1
793.489953,"C40H78O7N2S3",1.95,0.17
793.5140032,"C41H78O12S1",1.9,0.29
793.523704,"C41H79O12P1",1.93,0.29
793.5469622,"C45H78O11",1.73,0.24
793.548119,"C46H82O6S2",1.78,0.13
793.561668,"C41H82O10N2S1",2,0.24
793.5834024,"C46H82O10",1.78,0.22
793.584397,"C47H86O5S2",1.83,0.11
793.586454,"C45H83O7N2P1",1.84,0.16
793.599,"C50H82O7",1.64,0.14
793.599655,"C51H86O2S2",1.69,0.04
793.6201273,"C47H86O9",1.83,0.19
793.6207709,"C48H90O4S2",1.88,0.08
793.6231074,"C44H90O9S1",2.05,0.2
793.6384602,"C48H90O6S1",1.88,0.12
793.64096,"C44H90O11",2.05,0.25
793.656257,"C48H90O8",1.88,0.17
793.6593572,"C47H91O5N2P1",1.94,0.11
793.671557,"C52H90O5",1.73,0.1
793.6933278,"C50H98O2S2",1.96,0.04
793.6957373,"C48H95O4N2P1",1.98,0.08
793.7322456,"C49H99O3N2P1",2.02,0.06
794.660491,"C50H89O2N3S1",1.78,0.04
794.7001327,"C48H97O1N3S2",2.02,0.02
795.557626,"C53H80O1S2",1.51,0.02
795.5601455,"C49H80O6S1",1.63,0.12
795.5607675,"C41H86O6N2S1P2",2.1,0.15
795.575064,"C45H84O5N2S2",1.87,0.11
795.577436,"C41H84O10N2S1",2.05,0.24
795.578416,"C41H86O8N2P2",2.1,0.2
795.5949705,"C41H84O12N2",2.05,0.29
795.5991715,"C46H84O10",1.83,0.22
795.5998677,"C47H88O5S2",1.87,0.11
795.6114668,"C46H88O4N2S2",1.91,0.09
795.6122924,"C43H89O10P1",2.07,0.23
795.6142913,"C50H84O7",1.68,0.14
795.6148632,"C42H90O7N2P2",2.14,0.17
795.6331322,"C51H88O4S1",1.73,0.08
795.636545,"C48H92O4S2",1.92,0.08
795.651883,"C52H92O1S2",1.77,0.02
795.654315,"C48H92O6S1",1.92,0.12
795.671989,"C48H92O8",1.92,0.17
795.6728729,"C49H96O3S2",1.96,0.06
795.7058426,"C53H96O2S1",1.81,0.04
795.7092059,"C50H100O2S2",2,0.04
795.7447327,"C50H100O6",2,0.12
795.7454566,"C51H104O1S2",2.04,0.02
795.772632,"C51H105O3P1",2.06,0.06
796.566933,"C47H79O5N3S1",1.68,0.11
796.5801115,"C42H87O8N1S2",2.07,0.19
796.605808,"C44H83O9N3",1.89,0.2
796.618582,"C41H88O9N3P1",2.15,0.22
796.6413827,"C47H92O4N1S1P1",1.96,0.09
796.6420492,"C45H87O8N3",1.93,0.18
796.6757739,"C50H91O2N3S1",1.82,0.04
796.679299,"C47H95O2N3S2",2.02,0.04
796.7146201,"C47H95O6N3",2.02,0.13
796.715824,"C48H99O1N3S2",2.06,0.02
796.7513595,"C48H99O5N3",2.06,0.1
797.518279,"C51H74O5S1",1.45,0.1
797.5200379,"C39H78O12N2S1",2,0.31
797.520771,"C47H74O10",1.57,0.21
797.5448155,"C43H79O9N2P1",1.84,0.21
797.5565765,"C40H82O11N2S1",2.05,0.28
797.557335,"C48H78O9",1.62,0.19
797.5577675,"C40H84O9N2P2",2.1,0.22
797.5784563,"C45H82O11",1.82,0.24
797.5792673,"C46H86O6S2",1.87,0.13
797.58172,"C42H86O11S1",2.05,0.26
797.5994345,"C42H86O13",2.05,0.31
797.6147437,"C46H86O10",1.87,0.22
797.615529,"C47H90O5S2",1.91,0.11
797.617757,"C45H87O7N2P1",1.93,0.16
797.6310493,"C51H90O2S2",1.76,0.04
797.6334563,"C47H90O7S1",1.91,0.15
797.658114,"C51H91O4P1",1.78,0.08
797.6666578,"C51H90O6",1.76,0.12
797.6672742,"C52H94O1S2",1.81,0.02
797.6695998,"C48H94O6S1",1.96,0.12
797.687575,"C48H94O8",1.96,0.17
797.6882604,"C49H98O3S2",2,0.06
797.6906293,"C47H95O5N2P1",2.02,0.11
797.751944,"C50H103O4P1",2.06,0.08
798.580608,"C48H82O6N1P1",1.71,0.12
798.618582,"C48H85O4N3S1",1.77,0.08
798.730624,"C47H97O6N3",2.06,0.13
798.7315045,"C48H101O1N3S2",2.1,0.02
799.5352427,"C41H85O8S2P1",2.07,0.2
799.536024,"C39H80O12N2S1",2.05,0.31
799.536636,"C47H76O10",1.62,0.21
799.537579,"C48H80O5S2",1.67,0.1
799.554984,"C48H80O7S1",1.67,0.15
799.568817,"C43H80O11N2",1.86,0.26
799.5724877,"C40H84O11N2S1",2.1,0.28
799.5737845,"C49H84O4S2",1.71,0.08
799.5917023,"C49H84O6S1",1.71,0.12
799.6053078,"C44H84O10N2",1.91,0.23
799.6060625,"C45H88O5N2S2",1.96,0.11
799.60689,"C53H84O3S1",1.58,0.06
799.609143,"C49H84O8",1.71,0.16
799.6099957,"C50H88O3S2",1.76,0.06
799.6104457,"C50H88O3S2",1.76,0.06
799.640971,"C47H93O5S1P1",1.98,0.11
799.6425292,"C46H92O4N2S2",2,0.09
799.6455628,"C50H88O7",1.76,0.14
799.6642664,"C51H92O4S1",1.8,0.08
799.6773845,"C48H97O4S1P1",2.02,0.08
799.6781498,"C46H92O8N2",2,0.17
799.6818965,"C51H92O6",1.8,0.12
799.696819,"C47H96O5N2S1",2.04,0.11
799.697272,"C55H92O3",1.67,0.05
799.704114,"C49H100O3S2",2.04,0.06
799.7145777,"C47H96O7N2",2.04,0.15
799.722038,"C49H100O5S1",2.04,0.1
799.7295158,"C51H96O4N2",1.88,0.08
799.750919,"C48H100O6N2",2.08,0.12
800.6689298,"C50H92O4N1P1",1.84,0.08
800.688805,"C49H91O5N3",1.86,0.1
800.6902787,"C47H96O6N1P1",2.04,0.13
800.7248535,"C50H95O4N3",1.9,0.08
801.515418,"C38H78O13N2S1",2.05,0.34
801.516069,"C46H74O11",1.61,0.24
801.51683,"C47H78O6S2",1.66,0.13
801.5520204,"C47H78O10",1.66,0.21
801.5529799,"C48H82O5S2",1.71,0.1
801.5893261,"C49H86O4S2",1.76,0.08
801.5913996,"C47H83O6N2P1",1.77,0.13
801.6030497,"C44H86O8N2S1",1.95,0.18
801.6037943,"C52H82O6",1.58,0.12
801.604864,"C53H86O1S2",1.62,0.02
801.6248754,"C49H86O8",1.76,0.16
801.6257647,"C50H90O3S2",1.8,0.06
801.62788,"C48H87O5N2P1",1.81,0.1
801.6292708,"C47H94O3S3",2,0.06
801.639754,"C45H90O7N2S1",2,0.16
801.6624295,"C51H94O2S2",1.84,0.04
801.6648159,"C47H94O7S1",2,0.15
801.6824135,"C47H94O9",2,0.19
801.6979571,"C51H94O6",1.84,0.12
801.6986106,"C52H98O1S2",1.88,0.02
801.7011303,"C48H98O6S1",2.04,0.12
802.6655329,"C52H89O1N3S1",1.71,0.02
802.667837,"C48H89O6N3",1.85,0.12
802.686573,"C49H93O3N3S1",1.9,0.06
802.7041298,"C49H93O5N3",1.9,0.1
803.493212,"C41H78O7N2S1P2",1.9,0.17
803.5309803,"C38H80O13N2S1",2.11,0.34
803.532122,"C47H80O6S2",1.7,0.13
803.5657413,"C44H88O2N2S4",2,0.05
803.567985,"C47H80O10",1.7,0.21
803.605242,"C49H88O4S2",1.8,0.08
803.607442,"C45H88O9S1",1.96,0.2
803.634848,"C56H84O3",1.5,0.05
803.63685,"C44H88O10N2",2,0.23
803.6405215,"C49H88O8",1.8,0.16
803.643983,"C46H92O8S1",2,0.17
803.672305,"C47H97O5S1P1",2.06,0.11
803.6731577,"C45H92O9N2",2.04,0.2
803.6772682,"C50H92O7",1.84,0.14
803.677694,"C51H96O2S2",1.88,0.04
803.7096268,"C46H96O8N2",2.09,0.17
803.713284,"C51H96O6",1.88,0.12
803.728614,"C55H96O3",1.75,0.05
803.731913,"C52H100O3S1",1.92,0.06
803.749679,"C52H100O5",1.92,0.1
804.644393,"C51H87O2N3S1",1.71,0.04
804.685166,"C46H96O7N1P1",2.09,0.15
805.5117395,"C46H78O7S2",1.7,0.15
805.547049,"C46H78O11",1.7,0.24
805.548155,"C47H82O6S2",1.74,0.13
805.583737,"C47H82O10",1.74,0.21
805.5845814,"C48H86O5S2",1.79,0.1
805.586831,"C44H86O10S1",1.95,0.23
805.620055,"C48H86O9",1.79,0.19
805.6209449,"C49H90O4S2",1.84,0.08
805.6232116,"C45H90O9S1",2,0.2
805.6252085,"C54H82O3N2",1.52,0.06
805.6572766,"C50H94O3S2",1.88,0.06
805.6595443,"C46H94O8S1",2.04,0.17
805.6937378,"C51H98O2S2",1.92,0.04
805.711064,"C51H98O4S1",1.92,0.08
805.7299343,"C52H102O1S2",1.96,0.02
805.8018255,"C53H106O4",2,0.08
806.628073,"C44H90O9N1P1",2.05,0.2
806.662572,"C47H89O7N3",1.89,0.15
806.6993456,"C48H93O6N3",1.94,0.12
806.7354779,"C49H97O5N3",1.98,0.1
807.596865,"C51H84O5S1",1.65,0.1
807.612119,"C44H89O10P1",2.02,0.23
807.6127456,"C45H93O5S2P1",2.07,0.11
807.6146643,"C51H84O7",1.65,0.14
807.61541,"C52H88O2S2",1.69,0.04
807.6329133,"C52H88O4S1",1.69,0.08
807.6383315,"C47H89O6N2P1",1.89,0.13
807.638924,"C45H92O9S1",2.04,0.2
807.6512206,"C52H88O6",1.69,0.12
807.651885,"C53H92O1S2",1.74,0.02
807.6541235,"C49H92O6S1",1.88,0.12
807.6679893,"C44H92O10N2",2.09,0.23
807.7084436,"C50H96O7",1.92,0.14
807.7448242,"C51H100O6",1.96,0.12
807.7455786,"C52H104O1S2",2,0.02
807.7812656,"C52H104O5",2,0.1
808.637885,"C51H88O4N1P1",1.73,0.08
808.7122845,"C52H95O1N3S1",1.83,0.02
808.787791,"C50H103O4N3",2.06,0.08
809.575857,"C50H82O6S1",1.64,0.12
809.576481,"C42H88O6N2S1P2",2.1,0.14
809.578577,"C46H82O11",1.78,0.24
809.592132,"C44H91O6S2P1",2.07,0.14
809.593549,"C50H82O8",1.64,0.16
809.594041,"C50H82O8",1.64,0.16
809.612438,"C51H86O5S1",1.69,0.1
809.6180397,"C44H90O10S1",2.05,0.23
809.627919,"C44H91O10P1",2.07,0.23
809.629443,"C43H90O9N2S1",2.09,0.21
809.6302337,"C51H86O7",1.69,0.14
809.636363,"C47H91O4N2S1P1",1.94,0.09
809.648714,"C52H90O4S1",1.73,0.08
809.6509996,"C48H90O9",1.88,0.19
809.6519229,"C49H94O4S2",1.92,0.08
809.6542998,"C47H91O6N2P1",1.94,0.13
809.658458,"C52H91O4P1",1.75,0.08
809.6666456,"C52H90O6",1.73,0.12
809.6675015,"C53H94O1S2",1.77,0.02
809.6873873,"C49H94O8",1.92,0.16
809.7030205,"C53H94O5",1.77,0.09
809.72377,"C50H98O7",1.96,0.14
809.727109,"C49H99O4N2P1",2.02,0.08
809.739088,"C54H98O4",1.81,0.07
809.7602838,"C51H102O6",2,0.12
809.7611347,"C52H106O1S2",2.04,0.02
809.7867077,"C54H102O2N2",1.89,0.04
810.6550288,"C50H89O3N3S1",1.78,0.06
810.65707,"C48H94O4N1S1P1",1.96,0.08
810.6745655,"C48H94O6N1P1",1.96,0.12
810.6914272,"C51H93O2N3S1",1.82,0.04
810.6951838,"C48H97O2N3S2",2.02,0.04
810.6982005,"C52H93O5N1",1.79,0.1
810.7280048,"C52H97O1N3S1",1.87,0.02
810.7314944,"C49H101O1N3S2",2.06,0.02
810.747449,"C50H102O4N1P1",2.04,0.08
810.7491925,"C49H101O3N3S1",2.06,0.06
810.7670421,"C49H101O5N3",2.06,0.1
811.5357657,"C40H80O12N2S1",2,0.3
811.5364495,"C48H76O10",1.58,0.21
811.572935,"C49H80O9",1.63,0.18
811.592654,"C51H88O1S3",1.73,0.02
811.5942133,"C46H84O11",1.83,0.24
811.5951656,"C47H88O6S2",1.87,0.13
811.597533,"C43H88O11S1",2.05,0.26
811.6086782,"C42H88O10N2S1",2.1,0.24
811.6094615,"C50H84O8",1.68,0.16
811.6102417,"C51H88O3S2",1.73,0.06
811.6306597,"C47H88O10",1.87,0.21
811.6312418,"C48H92O5S2",1.92,0.1
811.6334138,"C46H89O7N2P1",1.93,0.15
811.6458385,"C51H88O7",1.73,0.14
811.6488794,"C48H92O7S1",1.92,0.15
811.6669873,"C48H92O9",1.92,0.19
811.6677938,"C49H96O4S2",1.96,0.08
811.6697445,"C47H93O6N2P1",1.98,0.13
811.673985,"C52H93O4P1",1.79,0.08
811.6855167,"C49H96O6S1",1.96,0.12
811.7062825,"C48H97O5N2P1",2.02,0.1
811.7185242,"C53H96O5",1.81,0.09
811.737066,"C54H100O2S1",1.85,0.04
811.7397548,"C50H100O7",2,0.14
811.7405189,"C51H104O2S2",2.04,0.04
811.7663279,"C53H100O3N2",1.89,0.06
811.7677782,"C51H105O4P1",2.06,0.08
811.7697018,"C50H104O3N2S1",2.08,0.06
812.596464,"C49H84O6N1P1",1.71,0.12
812.615647,"C48H83O7N3",1.73,0.15
812.6499284,"C53H87O1N3S1",1.64,0.02
812.6706488,"C50H91O3N3S1",1.82,0.06
812.690225,"C48H96O6N1P1",2,0.12
812.7072822,"C51H95O2N3S1",1.86,0.04
812.71701,"C49H99O5N1S1",2.02,0.1
812.7434674,"C52H99O1N3S1",1.9,0.02
813.5135376,"C40H79O14P1",1.98,0.35
813.514328,"C41H83O9S2P1",2.02,0.22
813.5498643,"C41H83O13P1",2.02,0.32
813.5529795,"C49H82O5S2",1.67,0.1
813.5676615,"C52H78O7",1.5,0.13
813.5701605,"C41H86O9N2S2",2.1,0.22
813.571493,"C41H88O7N2S1P2",2.15,0.17
813.5845363,"C44H82O11N2",1.86,0.25
813.5853354,"C45H86O6N2S2",1.91,0.13
813.5861913,"C42H87O12P1",2.07,0.29
813.5878968,"C41H86O11N2S1",2.1,0.27
813.5885481,"C49H82O9",1.67,0.18
813.589295,"C50H86O4S2",1.72,0.08
813.6073411,"C50H86O6S1",1.72,0.12
813.6097753,"C46H86O11",1.87,0.24
813.6222607,"C54H86O3S1",1.59,0.06
813.62589,"C51H90O3S2",1.76,0.06
813.646001,"C47H90O10",1.91,0.21
813.6567273,"C48H95O5S1P1",1.98,0.1
813.6613339,"C51H90O7",1.76,0.14
813.664725,"C48H94O7S1",1.96,0.15
813.6770905,"C48H98O1N2S3",2.04,0.02
813.6802019,"C52H94O4S1",1.81,0.08
813.6827113,"C48H94O9",1.96,0.19
813.683456,"C49H98O4S2",2,0.08
813.697697,"C52H94O6",1.81,0.12
813.7165496,"C53H98O3S1",1.85,0.06
813.7187034,"C49H98O8",2,0.16
813.719925,"C50H102O3S2",2.04,0.06
813.730101,"C48H98O7N2",2.04,0.15
813.7308556,"C49H102O2N2S2",2.08,0.04
813.7342373,"C53H98O5",1.85,0.09
814.611853,"C49H86O6N1P1",1.76,0.12
814.6155615,"C46H90O6N1S1P1",1.96,0.13
814.616332,"C44H85O10N3",1.93,0.23
814.6287964,"C52H85O2N3S1",1.63,0.04
814.631279,"C48H85O7N3",1.77,0.15
814.683177,"C53H89O3N3",1.68,0.06
814.68461,"C51H94O4N1P1",1.84,0.08
814.705838,"C48H98O6N1P1",2.04,0.12
814.7227459,"C51H97O2N3S1",1.9,0.04
814.7252712,"C47H97O7N3",2.06,0.15
814.7261285,"C48H101O2N3S2",2.1,0.04
814.740758,"C51H97O4N3",1.9,0.08
815.530599,"C39H80O13N2S1",2.05,0.33
815.531051,"C39H80O13N2S1",2.05,0.33
815.53256,"C48H80O6S2",1.67,0.12
815.5671782,"C40H84O12N2S1",2.1,0.3
815.5679503,"C48H80O10",1.67,0.21
815.5685613,"C49H84O5S2",1.71,0.1
815.6078448,"C46H88O9S1",1.91,0.2
815.6405788,"C50H88O8",1.76,0.16
815.6414315,"C51H92O3S2",1.8,0.06
815.6437623,"C49H89O5N2P1",1.82,0.1
815.655184,"C46H92O7N2S1",2,0.15
815.655703,"C54H88O5",1.63,0.09
815.6626228,"C48H96O5S2",2,0.1
815.664877,"C46H93O7N2P1",2.02,0.15
815.689042,"C51H96O1N2S2",1.88,0.02
815.692204,"C55H92O4",1.67,0.07
815.6980978,"C48H96O9",2,0.19
815.698843,"C49H100O4S2",2.04,0.08
815.714366,"C53H100O1S2",1.89,0.02
815.7169123,"C49H100O6S1",2.04,0.12
816.6811493,"C53H91O1N3S1",1.72,0.02
816.68533,"C47H96O7N1P1",2.04,0.15
816.7197696,"C50H95O5N3",1.9,0.1
816.72177,"C48H100O6N1P1",2.08,0.12
816.7561263,"C51H99O4N3",1.94,0.08
816.760155,"C56H99O2N1",1.77,0.04
817.507759,"C42H78O9N2S2",1.86,0.21
817.509089,"C40H83O10S2P1",2.08,0.25
817.5125565,"C48H82O2S4",1.71,0.04
817.54381,"C43H82O8N2S2",1.91,0.19
817.546673,"C39H82O13N2S1",2.1,0.33
817.547135,"C47H78O11",1.66,0.23
817.54774,"C39H84O11N2P2",2.15,0.28
817.5844007,"C49H86O5S2",1.76,0.1
817.5869127,"C45H86O10S1",1.91,0.22
817.6201272,"C49H86O9",1.76,0.18
817.6208973,"C50H90O4S2",1.8,0.08
817.6230386,"C46H90O9S1",1.96,0.2
817.624243,"C47H94O4S3",2,0.09
817.63263,"C57H86O1S1",1.51,0.02
817.652172,"C45H90O10N2",2,0.22
817.6562507,"C50H90O8",1.8,0.16
817.6569753,"C51H94O3S2",1.84,0.06
817.659398,"C49H91O5N2P1",1.86,0.1
817.6876875,"C48H99O5S1P1",2.06,0.1
817.6927784,"C51H94O7",1.84,0.14
817.6937069,"C52H98O2S2",1.88,0.04
817.696125,"C48H98O7S1",2.04,0.15
817.729155,"C52H98O6",1.88,0.12
817.7299026,"C53H102O1S2",1.92,0.02
817.7572315,"C53H103O3P1",1.94,0.06
817.8018192,"C54H106O4",1.96,0.07
818.6237837,"C51H85O3N3S1",1.67,0.06
818.652379,"C50H93O3N1S2",1.86,0.06
819.465719,"C44H72O8N2S2",1.64,0.18
819.5143245,"C39H80O15S1",2.05,0.38
819.562715,"C47H80O11",1.7,0.23
819.5634955,"C48H84O6S2",1.75,0.12
819.613968,"C44H88O9N2S1",2,0.2
819.6365093,"C50H92O4S2",1.84,0.08
819.638372,"C48H89O6N2P1",1.85,0.12
819.639881,"C47H96O4S3",2.04,0.09
819.641145,"C55H84O3N2",1.53,0.05
819.6514635,"C54H92O1S2",1.7,0.02
819.653757,"C52H89O3N2P1",1.71,0.06
